OBJECTID_1,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,PORT_TYPE,BORDPATSEC,CONTACT,FAX_NUMBER,HOURS_OPER,REMARK,RULEID,OBJECTID
313,312,"FARGO-HECTOR INTERNATIONAL AIRPORT PORT OF ENTRY, HECTOR INTERNATIONAL AIRPORT",701-241-8124,1801 23RD AVENUE NORTH,ROOM 105,FARGO,ND,58102,1047,CASS,38017, , , , ,2009-09-17T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122865427,-96.809053,46.908474,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,701-241-8124,24 HOURS, ,1,118
314,313,"TUCSON PORT OF ENTRY, TUCSON INTERNATIONAL AIRPORT",520-799-8348,7250 SOUTH TUCSON BOULEVARD, ,TUCSON,AZ,85756,6949,PIMA,04019, , , , ,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,737239185,-110.9374562,32.1197554,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,520-408-6760,8:00 AM - 4:30 PM, ,1,21
315,314,"PORT OF ENTRY AT BALTIMORE/WASHINGTON INTERNATIONAL AIRPORT, BALTIMORE/WASHINGTON INTERNATIONAL THURGOOD MARSHALL AIRPORT",410-865-2100,7590 FRIENDSHIP ROAD, ,BALTIMORE,MD,21240, ,ANNE ARUNDEL,24003, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,765160498,-76.6682629,39.1823122,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,410-962-2747,8:00 AM - 9:00 PM,1-877-CUSTOMS,1,6
316,315,"CHICAGO PORT OF ENTRY, CHICAGO O'HARE INTERNATIONAL AIRPORT",773-894-2900,10000 BESSIE COLEMAN DRIVE,O'HARE INTERNATIONAL ARRIVALS BUILDING - T5,CHICAGO,IL,60666,5037,COOK,17031, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,19950654,-87.8903775,41.9748975,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,773-894-2888,24, ,1,68
317,316,"PORT OF ENTRY AT SAINT PAUL, SAINT PAUL ISLAND AIRPORT",907-271-2675,JEEP TRAIL, ,SAINT PAUL ISLAND,AK,99660, ,ALEUTIANS WEST,02016, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-10-27T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,126063612,-170.2304466,57.157784,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,907-271-6631,9:00 AM - 5:00 PM, ,1,12
318,317,"PORT OF ENTRY AT TERRE HAUTE, TERRE HAUTE INTERNATIONAL AIRPORT-HULMAN FIELD",812-877-2524,581 SOUTH AIRPORT STREET, ,TERRE HAUTE,IN,47803,9705,VIGO,18167, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,736024189,-87.3036975,39.4593747,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,812-877-3853,8:00 AM - 4:00 PM, ,1,78
319,318,"RALEIGH-DURHAM PORT OF ENTRY, RALEIGH-DURHAM INTERNATIONAL AIRPORT",919-840-1160,2400 WEST TERMINAL BOULEVARD, ,MORRISVILLE,NC,27560,9217,WAKE,37183, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,125488542,-78.7929973,35.8772871,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,919-467-0706,8:30 AM - 5:00 PM,1-877-CUSTOMS,1,115
320,319,"FAIRBANKS PORT OF ENTRY, FAIRBANKS INTERNATIONAL AIRPORT",907-474-0307,6450 AIRPORT WAY,SUITE 13,FAIRBANKS,AK,99709,4671,FAIRBANKS NORTH STAR,02090, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,704314463,-147.8668786,64.817642,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,907-474-3035,8:00 AM - 5:00 PM, ,1,9
321,320,"WEST CHICAGO PORT OF ENTRY, DUPAGE AIRPORT",630-208-6490,2400 INTERNATIONAL DRIVE,DUPAGE AIRPORT,WEST CHICAGO,IL,60185, ,DUPAGE,17043, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,707667038,-88.2549783,41.9067589,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,630-208-6491, , ,1,3
322,321,"SAINT LOUIS PORT OF ENTRY, LAMBERT-SAINT LOUIS INTERNATIONAL AIRPORT",314-890-9939,10701 LAMBERT INTERNATIONAL BOULEVARD, ,SAINT LOUIS,MO,63145,1000,ST LOUIS,29189, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,124940289,-90.365987,38.7428185,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,314-428-2889,8:00 AM - 4:30 PM, ,1,105
323,322,"HILO PORT OF ENTRY, HILO INTERNATIONAL AIRPORT",808-934-5838,1363 MOKUEA STREET, ,HILO,HI,96720, ,HAWAII,15001, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-12-30T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,115759296,-155.0395801,19.7148057,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,808-933-6976,7:00 AM - 5:00 PM, ,1,61
324,323,"WILMINGTON PORT OF ENTRY, PORT OF WILMINGTON",910-772-5900,1 SHIPYARD BOULEVARD, ,WILMINGTON,NC,28412,6239,NEW HANOVER,37129, , , , ,2009-12-31T00:00:00.000Z,ALT REF,2009-12-31T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,127869604,-77.9512925,34.1906678,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,910-815-4581,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,116
325,324,"BUFFALO PORT OF ENTRY, PORT OF BUFFALO",716-843-8300,726 EXCHANGE STREET,SUITE 400,BUFFALO,NY,14210,1469,ERIE,36029, , , , ,2009-12-22T00:00:00.000Z,PHONE,2009-12-31T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,34109098,-78.8497949,42.8748015,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, , , , , ,0,0
326,325,"PHILADELPHIA PORT OF ENTRY, PORT OF PHILADELPHIA",215-717-5800,200 CHESTNUT STREET, ,PHILADELPHIA,PA,19106,2912,PHILADELPHIA,42101, , , , ,2009-12-22T00:00:00.000Z,PHONE,2009-12-22T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,18719191,-75.1447767,39.9479721,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, , , , , ,0,0
327,326,"LOS ANGELES/LONG BEACH SEAPORT PORT OF ENTRY, PORT OF LONG BEACH",562-366-5555,925 HARBOR PLAZA, ,LONG BEACH,CA,90802,6402,LOS ANGELES,06037, , , , ,2010-01-07T00:00:00.000Z,PHONE,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,128781023,-118.2013728,33.7542592,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, ,PORT DIRECTOR,562-628-7900,8:00 AM - 4:30 PM, ,1,26
328,327,"PANAMA CITY PORT OF ENTRY, PORT PANAMA CITY",850-785-4688,5209 WEST UNITED STATES HIGHWAY 98, ,PANAMA CITY,FL,32401, ,BAY,12005, , , , ,2009-12-21T00:00:00.000Z,PHONE,2009-12-21T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,119037391,-85.7277247,30.1832957,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,850-785-1534,8:30 AM - 5:00 PM,1-877-CUSTOMS,1,49
329,328,"SAN JUAN PORT OF ENTRY, FERNANDO LUIS RIBAS DOMINICCI AIRPORT",787-729-6850,CALLE LA PUNTILLA 1,CUARTO 214,SAN JUAN,PR,00901, ,SAN JUAN,72127,"ENTITY GAVE OFFICIAL NAME AS FERNANDO LUIS RIBAS DOMINICCI AIRPORT. THOUGH ENTITY DOES HAVE AN AIRPORT, PRIMARY FUNCTION IS WATER PORT.", , , ,2009-09-15T00:00:00.000Z,PHONE,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,120248248,-66.1155451,18.4628171,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,787-729-6678,8:00 AM - 4:30 PM, ,1,159
330,329,"GLOUCESTER PORT OF ENTRY, SALEM HARBOR",978-921-0782,51 WINTER ISLAND ROAD, ,SALEM,MA,01970,5715,ESSEX,25009, , , , ,2010-01-11T00:00:00.000Z,PHONE,2010-01-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,22080853,-70.8691786,42.5267263,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, ,PORT DIRECTOR,978-282-4678,8:00 AM - 4:30 PM, ,1,5
331,330,"PORT LAVACA-POINT COMFORT PORT OF ENTRY, PORT OF POINT LAVACA-POINT COMFORT",361-888-3352,2313 FARM TO MARKET 1593 SOUTH, ,POINT COMFORT,TX,77978, ,CALHOUN,48057, , , , ,2010-01-08T00:00:00.000Z,PHONE,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,112550874,-96.5456816,28.647256,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,361-888-3358, , ,1,7
332,331,"GEORGETOWN PORT OF ENTRY, PORT OF GEORGETOWN",843-916-0438,STATE PORTS AUTHORITY,PIER 31,GEORGETOWN,SC,29440, ,GEORGETOWN,45043, , , , ,2009-12-28T00:00:00.000Z,PHONE,2009-12-28T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,125046749,-79.2872596,33.3605739,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, ,PORT DIRECTOR,843-579-6611,8:00 AM - 3:00 PM,1-877-CUSTOMS,1,164
333,332,"ATLANTA PORT OF ENTRY, HARTSFIELD-JACKSON ATLANTA INTERNATIONAL AIRPORT",404-209-1700,6000 NORTH TERMINAL PARKWAY, ,ATLANTA,GA,30320,7400,CLAYTON,13063, , , , ,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,127100012,-84.4445972,33.6407779,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, ,PORT DIRECTOR,404-675-1296,8:00 AM - 4:30 PM,1-877-CUSTOMS,1,58
334,333,"MINNEAPOLIS PORT OF ENTRY, MINNEAPOLIS SAINT PAUL INTERNATIONAL AIRPORT",612-726-6465,7150 HUMPHREY DRIVE, ,MINNEAPOLIS,MN,55450,1108,HENNEPIN,27053, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,732558902,-93.2282975,44.8739734,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,612-348-1630,8:00AM-4:30PM, ,1,101
335,334,"CHICAGO PORT OF ENTRY, CHICAGO MIDWAY INTERNATIONAL AIRPORT",773-948-6330,5700 SOUTH CICERO AVENUE, ,CHICAGO,IL,60638,3831,COOK,17031, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,125156914,-87.7424176,41.788333,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,312-353-2337,8:30 AM - 5:00 PM, ,1,67
336,335,"BRIDGEPORT PORT OF ENTRY, PORT OF BRIDGEPORT",203-367-9487,535 SEAVIEW AVENUE,CILCO AND MOTIVA TERMINALS,BRIDGEPORT,CT,06607,2436,FAIRFIELD,09001, , , , ,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,21688365,-73.1722169,41.1708958,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, ,PORT DIRECTOR,203-334-2899,8:00 AM - 5:00 PM, ,1,33
337,336,"KAHULUI PORT OF ENTRY, KAHULUI AIRPORT",808-877-6013,1 KEOLANI PLACE, ,KAHULUI,HI,96732, ,MAUI,15009, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,115763933,-156.4374261,20.893396,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,808-877-5703,7:00 AM - 5:00 PM, ,1,63
338,337,"LAS VEGAS PORT OF ENTRY, MCCARRAN INTERNATIONAL AIRPORT",702-736-2253,5757 WAYNE NEWTON BOULEVARD, ,LAS VEGAS,NV,89119,2407,CLARK,32003, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,766002933,-115.1526206,36.0887595,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,702-736-2223,8:00 AM - 5:00 PM, ,1,127
339,338,"GRAND RAPIDS PORT OF ENTRY, GERALD R FORD INTERNATIONAL AIRPORT",616-942-5245,6450 AIR CARGO DRIVE SOUTHEAST, ,GRAND RAPIDS,MI,49512,9705,KENT,26081, , , , ,2009-10-23T00:00:00.000Z,PHONE,2009-10-23T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,135471720,-85.5064447,42.8847672,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,616-285-0188,8:00 AM - 4:30 PM, ,1,97
340,339,"FERNANDINA BEACH PORT OF ENTRY, NASSAU TERMINAL",904-261-6154,403 NORTH 3RD STREET, ,FERNANDINA BEACH,FL,32034,4119,NASSAU,12089, , , , ,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,23060401,-81.4625425,30.6765568,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,904-277-4558,8:30 AM - 5:00 PM,1-877-CUSTOMS,1,40
341,340,"HONOLULU PORT OF ENTRY, PORT OF HONOLULU",808-356-4100,300 ALA MOANA BOULEVARD,ROOM 2-267,HONOLULU,HI,96850,2267,HONOLULU,15003, , , , ,2009-09-16T00:00:00.000Z,PHONE,2009-09-22T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,727977501,-157.8623598,21.3040947,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,808-522-8081,7:30 AM - 4:30 PM, ,1,62
342,341,"SEATTLE PORT OF ENTRY, SEATTLE-TACOMA INTERNATIONAL AIRPORT",206-553-7960,17801 INTERNATIONAL BOULEVARD, ,SEATTLE,WA,98158,1202,KING,53033, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,724791231,-122.3023376,47.4387725,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
343,342,"MORGAN CITY PORT OF ENTRY, PORT OF MORGAN CITY",985-384-6658,800 YOUNGS ROAD, ,MORGAN CITY,LA,70380,2929,ST MARY,22101, , , , ,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,124670813,-91.1999773,29.6915858,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,504-632-8185,8:00 AM - 5:00 PM, ,1,84
344,343,"GRAMERCY PORT OF ENTRY, PORT OF GRAMERCY",225-869-3765,110 NORTH AIRLINE AVENUE, ,GRAMERCY,LA,70052,3620,ST JAMES,22093, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,99473992,-90.6898866,30.047847,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,504-869-8909,8:00 AM - 4:00 PM, ,1,82
345,344,"PORTSMOUTH PORT OF ENTRY, PORTSMOUTH INTERNATIONAL AIRPORT",603-422-0910,42 AIRLINE AVENUE, ,PORTSMOUTH,NH,03801,2884,ROCKINGHAM,33015, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,110367058,-70.8173969,43.0820991,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,603-422-0914,9:00 AM - 5:00 PM, ,1,121
346,345,"BUTTE AIRPORT PORT OF ENTRY, BERT MOONEY AIRPORT",406-495-2145,101 AIRPORT ROAD, ,BUTTE,MT,59701,7036,SILVER BOW,30093, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-21T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,711480146,-112.5023387,45.9547505,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,406-494-1638,8:00 AM - 5:00 PM, ,1,110
347,346,"INTERNATIONAL FALLS PORT OF ENTRY, ELY MUNICIPAL AIRPORT",218-365-3262,1583 STATE HIGHWAY 1, ,ELY,MN,55731, ,ST LOUIS,27137, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,116453768,-91.8355397,47.8290735,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,218-720-5216,8:00 AM - 4:30 PM, ,1,100
348,347,"MORRISTOWN AIRPORT PORT OF ENTRY, MORRISTOWN MUNICIPAL AIRPORT",973-267-0302,15 AIRPORT ROAD, ,MORRISTOWN,NJ,07960,4624,MORRIS,34027, , , , ,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,21785307,-74.4234265,40.7966974,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,973-267-1759,8:00 AM - 4:00 PM,1-877-CUSTOMS,1,123
349,348,"ROCHESTER PORT OF ENTRY, GREATER ROCHESTER INTERNATIONAL AIRPORT",585-263-6293,1200 BROOKS AVENUE, ,ROCHESTER,NY,14624,3126,MONROE,36055, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,27636797,-77.6596308,43.117747,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,716-263-5828,8:00 AM - 5:00 PM, ,1,133
